sex,cohort,x,qx,lx,dx,Lx,Tx,ex
f,1965,3,0.000615,97648,60,97618,7788172,79.76
f,1965,4,0.000542,97588,53,97561,7690554,78.81
f,1965,5,0.000424,97535,41,97514,7592993,77.85
f,1965,6,0.000383,97493,37,97475,7495479,76.88
f,1965,7,0.00035,97456,34,97439,7398005,75.91
f,1965,8,0.000311,97422,30,97407,7300566,74.94
f,1965,9,0.000249,97392,24,97379,7203159,73.96
f,1965,10,0.000208,97367,20,97357,7105780,72.98
f,1965,11,2e-04,97347,19,97337,7008423,71.99
f,1965,12,0.000222,97328,22,97317,6911085,71.01
f,1965,13,0.00026,97306,25,97293,6813768,70.02
f,1965,14,0.000328,97281,32,97265,6716475,69.04
f,1965,15,0.000414,97249,40,97229,6619210,68.06
f,1965,16,0.000461,97209,45,97186,6521982,67.09
f,1965,17,0.000475,97164,46,97141,6424796,66.12
f,1965,18,0.000504,97118,49,97093,6327655,65.15
f,1965,19,0.000519,97069,50,97043,6230562,64.19
f,1965,20,0.000511,97018,50,96993,6133519,63.22
f,1965,21,0.000541,96969,53,96942,6036525,62.25
f,1965,22,0.000537,96916,52,96890,5939583,61.29
f,1965,23,0.000555,96864,54,96837,5842693,60.32
f,1965,24,0.00056,96810,54,96783,5745855,59.35
f,1965,25,0.000577,96756,56,96728,5649072,58.38
f,1965,26,0.000587,96700,57,96672,5552344,57.42
f,1965,27,0.00061,96644,59,96614,5455672,56.45
f,1965,28,0.000663,96585,64,96553,5359058,55.49
f,1965,29,0.000711,96521,69,96486,5262505,54.52
f,1965,30,0.000756,96452,73,96416,5166018,53.56
f,1965,31,0.000774,96379,75,96342,5069603,52.6
f,1965,32,0.000769,96305,74,96268,4973261,51.64
f,1965,33,0.000825,96231,79,96191,4876993,50.68
f,1965,34,0.000873,96151,84,96109,4780803,49.72
f,1965,35,0.000942,96067,90,96022,4684693,48.76
f,1965,36,0.001073,95977,103,95925,4588671,47.81
f,1965,37,0.001149,95874,110,95819,4492746,46.86
f,1965,38,0.001249,95764,120,95704,4396927,45.91
f,1965,39,0.001309,95644,125,95581,4301224,44.97
f,1965,40,0.001445,95519,138,95450,4205642,44.03
f,1965,41,0.00157,95381,150,95306,4110192,43.09
f,1965,42,0.001644,95231,157,95153,4014887,42.16
f,1965,43,0.001806,95074,172,94989,3919734,41.23
f,1965,44,0.001968,94903,187,94809,3824745,40.3
f,1965,45,0.002055,94716,195,94619,3729936,39.38
f,1965,46,0.002269,94521,215,94414,3635317,38.46
f,1965,47,0.002439,94307,230,94192,3540903,37.55
f,1965,48,0.002653,94077,250,93952,3446712,36.64
f,1965,49,0.00291,93827,273,93691,3352760,35.73
f,1965,50,0.003197,93554,299,93405,3259069,34.84
f,1965,51,0.003498,93255,326,93092,3165664,33.95
f,1965,52,0.003714,92929,345,92756,3072572,33.06
f,1965,53,0.00412,92584,381,92393,2979816,32.19
f,1965,54,0.004486,92202,414,91995,2887423,31.32
f,1965,55,0.004891,91789,449,91564,2795428,30.46
f,1965,56,0.005305,91340,485,91097,2703864,29.6
f,1965,57,0.005673,90855,515,90597,2612766,28.76
f,1965,58,0.005966,90340,539,90070,2522169,27.92
f,1965,59,0.006208,89801,557,89522,2432099,27.08
f,1965,60,0.006461,89243,577,88955,2342577,26.25
f,1965,61,0.006763,88667,600,88367,2253622,25.42
f,1965,62,0.007101,88067,625,87754,2165255,24.59
f,1965,63,0.007499,87442,656,87114,2077500,23.76
f,1965,64,0.007974,86786,692,86440,1990387,22.93
f,1965,65,0.008542,86094,735,85726,1903947,22.11
f,1965,66,0.009203,85359,786,84966,1818220,21.3
f,1965,67,0.009954,84573,842,84152,1733255,20.49
f,1965,68,0.010792,83731,904,83279,1649102,19.7
f,1965,69,0.011728,82827,971,82342,1565823,18.9
f,1965,70,0.012837,81856,1051,81331,1483481,18.12
f,1965,71,0.014099,80805,1139,80236,1402151,17.35
f,1965,72,0.015427,79666,1229,79052,1321915,16.59
f,1965,73,0.016806,78437,1318,77778,1242864,15.85
f,1965,74,0.018307,77119,1412,76413,1165086,15.11
f,1965,75,0.020138,75707,1525,74945,1088673,14.38
f,1965,76,0.022306,74182,1655,73355,1013728,13.67
f,1965,77,0.024632,72528,1787,71634,940373,12.97
f,1965,78,0.027075,70741,1915,69783,868739,12.28
f,1965,79,0.029766,68826,2049,67801,798956,11.61
f,1965,80,0.032863,66777,2194,65680,731154,10.95
f,1965,81,0.036605,64583,2364,63401,665474,10.3
f,1965,82,0.041199,62219,2563,60937,602074,9.68
f,1965,83,0.046847,59655,2795,58258,541137,9.07
f,1965,84,0.053524,56861,3043,55339,482879,8.49
f,1965,85,0.06109,53817,3288,52173,427540,7.94
f,1965,86,0.069395,50529,3506,48776,375367,7.43
f,1965,87,0.078331,47023,3683,45181,326591,6.95
f,1965,88,0.087858,43340,3808,41436,281409,6.49
f,1965,89,0.098016,39532,3875,37595,239973,6.07
f,1965,90,0.108871,35657,3882,33716,202379,5.68
f,1965,91,0.120513,31775,3829,29860,168663,5.31
f,1965,92,0.133036,27946,3718,26087,138802,4.97
f,1965,93,0.146531,24228,3550,22453,112715,4.65
f,1965,94,0.161086,20678,3331,19012,90263,4.37
f,1965,95,0.175658,17347,3047,15823,71250,4.11
f,1965,96,0.18999,14300,2717,12941,55427,3.88
f,1965,97,0.203801,11583,2361,10403,42485,3.67
f,1965,98,0.216802,9222,1999,8223,32083,3.48
f,1965,99,0.2287,7223,1652,6397,23860,3.3
f,1965,100,0.241254,5571,1344,4899,17463,3.13
f,1965,101,0.254502,4227,1076,3689,12564,2.97
f,1965,102,0.268482,3151,846,2728,8875,2.82
f,1965,103,0.283234,2305,653,1979,6147,2.67
f,1965,104,0.298802,1652,494,1405,4168,2.52
f,1965,105,0.315231,1159,365,976,2763,2.38
f,1965,106,0.332569,793,264,661,1787,2.25
f,1965,107,0.350867,530,186,437,1125,2.12
f,1965,108,0.370177,344,127,280,689,2
f,1965,109,0.390556,216,85,174,408,1.89
f,1965,110,0.412064,132,54,105,234,1.78
f,1965,111,0.434764,78,34,61,129,1.67
f,1965,112,0.458722,44,20,34,69,1.57
f,1965,113,0.484007,24,11,18,35,1.47
f,1965,114,0.510695,12,6,9,17,1.38
f,1965,115,0.534554,6,3,4,8,1.31
f,1965,116,0.558584,3,2,2,3,1.24
f,1965,117,0.583704,1,1,1,1,1.17
f,1965,118,0.609964,1,0,0,1,1.1
f,1965,119,0.637415,0,0,0,0,1.03
m,1966,0,0.02655,1e+05,2655,97610,7548935,75.49
m,1966,1,0.001507,97345,147,97272,7451324,76.55
m,1966,2,0.000989,97198,96,97150,7354053,75.66
m,1966,3,0.000766,97102,74,97065,7256902,74.73
m,1966,4,0.00064,97028,62,96997,7159838,73.79
m,1966,5,0.000573,96966,56,96938,7062841,72.84
m,1966,6,0.000511,96910,50,96885,6965903,71.88
m,1966,7,0.000492,96861,48,96837,6869018,70.92
m,1966,8,0.000412,96813,40,96793,6772181,69.95
m,1966,9,0.00033,96773,32,96757,6675388,68.98
m,1966,10,0.000279,96741,27,96728,6578631,68
m,1966,11,0.000268,96714,26,96701,6481904,67.02
m,1966,12,0.000334,96688,32,96672,6385203,66.04
m,1966,13,0.000476,96656,46,96633,6288531,65.06
m,1966,14,0.000707,96610,68,96576,6191898,64.09
m,1966,15,0.000892,96541,86,96498,6095322,63.14
m,1966,16,0.001073,96455,104,96404,5998824,62.19
m,1966,17,0.001177,96352,113,96295,5902420,61.26
m,1966,18,0.001293,96238,124,96176,5806125,60.33
m,1966,19,0.001395,96114,134,96047,5709949,59.41
m,1966,20,0.001597,95980,153,95903,5613902,58.49
m,1966,21,0.001624,95827,156,95749,5517999,57.58
m,1966,22,0.001716,95671,164,95589,5422250,56.68
m,1966,23,0.001682,95507,161,95426,5326661,55.77
m,1966,24,0.001743,95346,166,95263,5231235,54.87
m,1966,25,0.001729,95180,165,95098,5135972,53.96
m,1966,26,0.001675,95015,159,94936,5040874,53.05
m,1966,27,0.001711,94856,162,94775,4945938,52.14
m,1966,28,0.001762,94694,167,94611,4851163,51.23
m,1966,29,0.001838,94527,174,94440,4756553,50.32
m,1966,30,0.001705,94353,161,94273,4662112,49.41
m,1966,31,0.00158,94193,149,94118,4567839,48.49
m,1966,32,0.001539,94044,145,93971,4473721,47.57
m,1966,33,0.00159,93899,149,93824,4379750,46.64
m,1966,34,0.001643,93750,154,93673,4285925,45.72
m,1966,35,0.001833,93596,172,93510,4192253,44.79
m,1966,36,0.001912,93424,179,93335,4098743,43.87
m,1966,37,0.002018,93245,188,93151,4005408,42.96
m,1966,38,0.002094,93057,195,92960,3912257,42.04
m,1966,39,0.002244,92862,208,92758,3819297,41.13
m,1966,40,0.002416,92654,224,92542,3726538,40.22
m,1966,41,0.002543,92430,235,92313,3633996,39.32
m,1966,42,0.002643,92195,244,92073,3541684,38.42
m,1966,43,0.00286,91951,263,91820,3449610,37.52
m,1966,44,0.002975,91688,273,91552,3357790,36.62
m,1966,45,0.003245,91416,297,91267,3266238,35.73
m,1966,46,0.003446,91119,314,90962,3174971,34.84
m,1966,47,0.003796,90805,345,90633,3084009,33.96
m,1966,48,0.004126,90460,373,90274,2993376,33.09
m,1966,49,0.004536,90087,409,89883,2903102,32.23
m,1966,50,0.005016,89679,450,89454,2813219,31.37
m,1966,51,0.005462,89229,487,88985,2723766,30.53
m,1966,52,0.00589,88741,523,88480,2634781,29.69
m,1966,53,0.006432,88219,567,87935,2546301,28.86
m,1966,54,0.007017,87651,615,87344,2458366,28.05
m,1966,55,0.007638,87036,665,86704,2371022,27.24
m,1966,56,0.008281,86371,715,86014,2284318,26.45
m,1966,57,0.008937,85656,766,85273,2198305,25.66
m,1966,58,0.0096,84891,815,84483,2113031,24.89
m,1966,59,0.010265,84076,863,83644,2028548,24.13
m,1966,60,0.010979,83213,914,82756,1944904,23.37
m,1966,61,0.011704,82299,963,81817,1862148,22.63
m,1966,62,0.012363,81336,1006,80833,1780331,21.89
m,1966,63,0.012939,80330,1039,79811,1699498,21.16
m,1966,64,0.013495,79291,1070,78756,1619687,20.43
m,1966,65,0.014135,78221,1106,77668,1540932,19.7
m,1966,66,0.014905,77115,1149,76540,1463264,18.98
m,1966,67,0.015767,75966,1198,75367,1386723,18.25
m,1966,68,0.016726,74768,1251,74143,1311356,17.54
m,1966,69,0.017798,73517,1308,72863,1237214,16.83
m,1966,70,0.019045,72209,1375,71521,1164350,16.12
m,1966,71,0.020479,70834,1451,70108,1092829,15.43
m,1966,72,0.022063,69383,1531,68618,1022721,14.74
m,1966,73,0.023804,67852,1615,67045,954103,14.06
m,1966,74,0.025752,66237,1706,65384,887058,13.39
m,1966,75,0.02815,64532,1817,63623,821674,12.73
m,1966,76,0.030917,62715,1939,61746,758051,12.09
m,1966,77,0.033742,60776,2051,59751,696305,11.46
m,1966,78,0.036526,58725,2145,57653,636554,10.84
m,1966,79,0.0395,56580,2235,55463,578902,10.23
m,1966,80,0.04287,54345,2330,53181,523439,9.63
m,1966,81,0.047097,52016,2450,50791,470258,9.04
m,1966,82,0.05261,49566,2608,48262,419467,8.46
m,1966,83,0.059748,46958,2806,45555,371205,7.91
m,1966,84,0.068347,44153,3018,42644,325650,7.38
m,1966,85,0.078028,41135,3210,39530,283006,6.88
m,1966,86,0.088432,37925,3354,36248,243476,6.42
m,1966,87,0.099321,34571,3434,32855,207228,5.99
m,1966,88,0.110611,31138,3444,29416,174373,5.6
m,1966,89,0.122377,27694,3389,25999,144958,5.23
m,1966,90,0.134748,24304,3275,22667,118959,4.89
m,1966,91,0.147888,21030,3110,19475,96292,4.58
m,1966,92,0.161969,17919,2902,16468,76817,4.29
m,1966,93,0.177149,15017,2660,13687,60349,4.02
m,1966,94,0.193575,12357,2392,11161,46662,3.78
m,1966,95,0.209666,9965,2089,8920,35501,3.56
m,1966,96,0.225081,7876,1773,6989,26581,3.38
m,1966,97,0.239466,6103,1461,5372,19592,3.21
m,1966,98,0.252469,4641,1172,4056,14219,3.06
m,1966,99,0.263749,3470,915,3012,10164,2.93
m,1966,100,0.275538,2555,704,2203,7152,2.8
m,1966,101,0.287859,1851,533,1584,4949,2.67
m,1966,102,0.300736,1318,396,1120,3365,2.55
m,1966,103,0.314194,922,290,777,2245,2.44
m,1966,104,0.328259,632,207,528,1468,2.32
m,1966,105,0.34296,425,146,352,940,2.21
m,1966,106,0.358325,279,100,229,588,2.11
m,1966,107,0.374385,179,67,145,359,2.01
m,1966,108,0.39117,112,44,90,214,1.91
m,1966,109,0.408715,68,28,54,124,1.81
m,1966,110,0.427054,40,17,32,69,1.72
m,1966,111,0.446223,23,10,18,38,1.64
m,1966,112,0.46626,13,6,10,20,1.55
m,1966,113,0.487205,7,3,5,10,1.47
m,1966,114,0.509099,4,2,3,5,1.39
m,1966,115,0.531985,2,1,1,2,1.32
m,1966,116,0.555909,1,0,1,1,1.24
m,1966,117,0.580918,0,0,0,0,1.17
m,1966,118,0.607061,0,0,0,0,1.11
m,1966,119,0.634392,0,0,0,0,1.04
f,1966,0,0.020577,1e+05,2058,98169,8099382,80.99
f,1966,1,0.001272,97942,125,97880,8001213,81.69
f,1966,2,8e-04,97818,78,97779,7903333,80.8
f,1966,3,0.000625,97739,61,97709,7805554,79.86
f,1966,4,0.000484,97678,47,97655,7707846,78.91
f,1966,5,0.000428,97631,42,97610,7610191,77.95
f,1966,6,0.000377,97589,37,97571,7512581,76.98
f,1966,7,0.000343,97553,33,97536,7415010,76.01
f,1966,8,0.000271,97519,26,97506,7317474,75.04
f,1966,9,0.000225,97493,22,97482,7219968,74.06
f,1966,10,0.000205,97471,20,97461,7122486,73.07
f,1966,11,0.000197,97451,19,97441,7025026,72.09
f,1966,12,0.000208,97432,20,97421,6927585,71.1
f,1966,13,0.000256,97411,25,97399,6830163,70.12
f,1966,14,0.000325,97386,32,97370,6732764,69.13
f,1966,15,0.000388,97355,38,97336,6635394,68.16
f,1966,16,0.000424,97317,41,97296,6538058,67.18
f,1966,17,0.000475,97276,46,97253,6440762,66.21
f,1966,18,0.000507,97229,49,97205,6343509,65.24
f,1966,19,0.000512,97180,50,97155,6246305,64.28
f,1966,20,0.000536,97130,52,97104,6149149,63.31
f,1966,21,0.00053,97078,51,97053,6052045,62.34
f,1966,22,0.000538,97027,52,97001,5954992,61.37
f,1966,23,0.000535,96975,52,96949,5857992,60.41
f,1966,24,0.000547,96923,53,96896,5761043,59.44
f,1966,25,0.000567,96870,55,96842,5664147,58.47
f,1966,26,0.00058,96815,56,96787,5567304,57.5
f,1966,27,0.000628,96759,61,96728,5470517,56.54
f,1966,28,0.000668,96698,65,96666,5373789,55.57
f,1966,29,0.000705,96633,68,96599,5277123,54.61
f,1966,30,0.000722,96565,70,96530,5180524,53.65
f,1966,31,0.000714,96496,69,96461,5083994,52.69
f,1966,32,0.00076,96427,73,96390,4987532,51.72
f,1966,33,0.000799,96353,77,96315,4891142,50.76
f,1966,34,0.000863,96276,83,96235,4794828,49.8
f,1966,35,0.000978,96193,94,96146,4698593,48.85
f,1966,36,0.001047,96099,101,96049,4602447,47.89
f,1966,37,0.001137,95999,109,95944,4506398,46.94
f,1966,38,0.001186,95889,114,95833,4410454,46
f,1966,39,0.001311,95776,126,95713,4314621,45.05
f,1966,40,0.00143,95650,137,95582,4218908,44.11
f,1966,41,0.0015,95513,143,95442,4123326,43.17
f,1966,42,0.001639,95370,156,95292,4027884,42.23
f,1966,43,0.001788,95214,170,95129,3932592,41.3
f,1966,44,0.001858,95044,177,94955,3837464,40.38
f,1966,45,0.002069,94867,196,94769,3742509,39.45
f,1966,46,0.002223,94671,210,94565,3647740,38.53
f,1966,47,0.002417,94460,228,94346,3553174,37.62
f,1966,48,0.002646,94232,249,94107,3458828,36.71
f,1966,49,0.002913,93983,274,93846,3364721,35.8
f,1966,50,0.0032,93709,300,93559,3270875,34.9
f,1966,51,0.003403,93409,318,93250,3177317,34.02
f,1966,52,0.003775,93091,351,92915,3084067,33.13
f,1966,53,0.004118,92740,382,92549,2991151,32.25
f,1966,54,0.00448,92358,414,92151,2898603,31.38
f,1966,55,0.004879,91944,449,91720,2806452,30.52
f,1966,56,0.005284,91495,483,91254,2714732,29.67
f,1966,57,0.005641,91012,513,90755,2623479,28.83
f,1966,58,0.005922,90498,536,90230,2532724,27.99
f,1966,59,0.006152,89962,553,89686,2442493,27.15
f,1966,60,0.006394,89409,572,89123,2352808,26.32
f,1966,61,0.006686,88837,594,88540,2263685,25.48
f,1966,62,0.007018,88243,619,87934,2175144,24.65
f,1966,63,0.007413,87624,650,87299,2087211,23.82
f,1966,64,0.007888,86974,686,86631,1999911,22.99
f,1966,65,0.008457,86288,730,85924,1913280,22.17
f,1966,66,0.009118,85559,780,85169,1827356,21.36
f,1966,67,0.009867,84779,836,84360,1742188,20.55
f,1966,68,0.010699,83942,898,83493,1657827,19.75
f,1966,69,0.011626,83044,965,82561,1574334,18.96
f,1966,70,0.012725,82078,1044,81556,1491773,18.17
f,1966,71,0.013976,81034,1132,80468,1410217,17.4
f,1966,72,0.015293,79902,1222,79291,1329749,16.64
f,1966,73,0.016661,78680,1311,78024,1250458,15.89
f,1966,74,0.01815,77369,1404,76667,1172434,15.15
f,1966,75,0.019971,75964,1517,75206,1095768,14.42
f,1966,76,0.022126,74447,1647,73624,1020562,13.71
f,1966,77,0.024432,72800,1779,71911,946938,13.01
f,1966,78,0.026847,71022,1907,70068,875027,12.32
f,1966,79,0.029506,69115,2039,68095,804959,11.65
f,1966,80,0.032565,67075,2184,65983,736864,10.99
f,1966,81,0.036272,64891,2354,63714,670880,10.34
f,1966,82,0.040846,62537,2554,61260,607166,9.71
f,1966,83,0.04649,59983,2789,58589,545906,9.1
f,1966,84,0.053173,57194,3041,55674,487317,8.52
f,1966,85,0.060743,54153,3289,52508,431644,7.97
f,1966,86,0.06904,50864,3512,49108,379135,7.45
f,1966,87,0.077953,47352,3691,45507,330027,6.97
f,1966,88,0.087444,43661,3818,41752,284521,6.52
f,1966,89,0.097551,39843,3887,37900,242769,6.09
f,1966,90,0.108346,35956,3896,34008,204869,5.7
f,1966,91,0.119921,32061,3845,30138,170861,5.33
f,1966,92,0.132375,28216,3735,26348,140722,4.99
f,1966,93,0.145802,24481,3569,22696,114374,4.67
f,1966,94,0.16029,20911,3352,19235,91678,4.38
f,1966,95,0.174796,17560,3069,16025,72442,4.13
f,1966,96,0.189063,14490,2740,13120,56418,3.89
f,1966,97,0.202812,11751,2383,10559,43297,3.68
f,1966,98,0.215755,9367,2021,8357,32738,3.49
f,1966,99,0.227598,7346,1672,6510,24381,3.32
f,1966,100,0.240096,5674,1362,4993,17871,3.15
f,1966,101,0.253285,4312,1092,3766,12878,2.99
f,1966,102,0.267202,3220,860,2790,9112,2.83
f,1966,103,0.281889,2359,665,2027,6322,2.68
f,1966,104,0.297388,1694,504,1442,4295,2.53
f,1966,105,0.313745,1190,374,1004,2853,2.4
f,1966,106,0.331006,817,270,682,1849,2.26
f,1966,107,0.349223,547,191,451,1167,2.14
f,1966,108,0.368449,356,131,290,716,2.01
f,1966,109,0.38874,225,87,181,426,1.9
f,1966,110,0.410155,137,56,109,245,1.78
f,1966,111,0.432756,81,35,63,136,1.68
f,1966,112,0.456611,46,21,35,72,1.58
f,1966,113,0.481788,25,12,19,37,1.48
f,1966,114,0.508362,13,7,10,18,1.39
f,1966,115,0.531985,6,3,5,8,1.32
f,1966,116,0.555909,3,2,2,4,1.24
f,1966,117,0.580918,1,1,1,2,1.17
f,1966,118,0.607061,1,0,0,1,1.11
f,1966,119,0.634392,0,0,0,0,1.04
m,1967,0,0.025128,1e+05,2513,97726,7576644,75.77
m,1967,1,0.00149,97487,145,97415,7478918,76.72
m,1967,2,0.000961,97342,94,97295,7381503,75.83
m,1967,3,0.000778,97248,76,97211,7284208,74.9
m,1967,4,0.000622,97173,60,97143,7186998,73.96
m,1967,5,0.000543,97112,53,97086,7089855,73.01
m,1967,6,0.000526,97060,51,97034,6992769,72.05
m,1967,7,0.000454,97009,44,96987,6895735,71.08
m,1967,8,0.000381,96964,37,96946,6798748,70.12
m,1967,9,0.000319,96928,31,96912,6701802,69.14
m,1967,10,0.000277,96897,27,96883,6604890,68.16
m,1967,11,0.000259,96870,25,96857,6508007,67.18
m,1967,12,0.000301,96845,29,96830,6411150,66.2
m,1967,13,0.000464,96816,45,96793,6314320,65.22
m,1967,14,0.000656,96771,63,96739,6217527,64.25
m,1967,15,0.000857,96707,83,96666,6120788,63.29
m,1967,16,0.001005,96624,97,96576,6024122,62.35
m,1967,17,0.001156,96527,112,96471,5927546,61.41
m,1967,18,0.001298,96416,125,96353,5831075,60.48
m,1967,19,0.001504,96290,145,96218,5734722,59.56
m,1967,20,0.00153,96146,147,96072,5638504,58.65
m,1967,21,0.001656,95998,159,95919,5542432,57.73
m,1967,22,0.001637,95839,157,95761,5446513,56.83
m,1967,23,0.00171,95683,164,95601,5350752,55.92
m,1967,24,0.001718,95519,164,95437,5255151,55.02
m,1967,25,0.001658,95355,158,95276,5159714,54.11
m,1967,26,0.001674,95197,159,95117,5064438,53.2
m,1967,27,0.001672,95037,159,94958,4969321,52.29
m,1967,28,0.001708,94878,162,94797,4874363,51.37
m,1967,29,0.001591,94716,151,94641,4779566,50.46
m,1967,30,0.001504,94566,142,94495,4684925,49.54
m,1967,31,0.001463,94423,138,94354,4590430,48.62
m,1967,32,0.001507,94285,142,94214,4496076,47.69
m,1967,33,0.001543,94143,145,94071,4401862,46.76
m,1967,34,0.001696,93998,159,93918,4307791,45.83
m,1967,35,0.001784,93839,167,93755,4213873,44.91
m,1967,36,0.001877,93671,176,93583,4120118,43.98
m,1967,37,0.001944,93495,182,93404,4026535,43.07
m,1967,38,0.002052,93314,192,93218,3933130,42.15
m,1967,39,0.002218,93122,207,93019,3839913,41.24
m,1967,40,0.00234,92915,217,92807,3746894,40.33
m,1967,41,0.002427,92698,225,92586,3654087,39.42
m,1967,42,0.002628,92473,243,92352,3561502,38.51
m,1967,43,0.002686,92230,248,92106,3469150,37.61
m,1967,44,0.002943,91982,271,91847,3377044,36.71
m,1967,45,0.003143,91712,288,91568,3285197,35.82
m,1967,46,0.003455,91423,316,91265,3193629,34.93
m,1967,47,0.003748,91108,341,90937,3102364,34.05
m,1967,48,0.004096,90766,372,90580,3011427,33.18
m,1967,49,0.004562,90394,412,90188,2920847,32.31
m,1967,50,0.004997,89982,450,89757,2830659,31.46
m,1967,51,0.005355,89532,479,89293,2740902,30.61
m,1967,52,0.005848,89053,521,88792,2651609,29.78
m,1967,53,0.006386,88532,565,88249,2562817,28.95
m,1967,54,0.006967,87967,613,87660,2474567,28.13
m,1967,55,0.007579,87354,662,87023,2386907,27.32
m,1967,56,0.008212,86692,712,86336,2299884,26.53
m,1967,57,0.008859,85980,762,85599,2213548,25.74
m,1967,58,0.009509,85218,810,84813,2127949,24.97
m,1967,59,0.010161,84408,858,83979,2043137,24.21
m,1967,60,0.01086,83550,907,83096,1959158,23.45
m,1967,61,0.011572,82643,956,82165,1876061,22.7
m,1967,62,0.01222,81686,998,81187,1793897,21.96
m,1967,63,0.012791,80688,1032,80172,1712709,21.23
m,1967,64,0.013347,79656,1063,79125,1632537,20.49
m,1967,65,0.013989,78593,1099,78043,1553413,19.77
m,1967,66,0.014759,77494,1144,76922,1475369,19.04
m,1967,67,0.015619,76350,1192,75754,1398448,18.32
m,1967,68,0.016569,75157,1245,74535,1322694,17.6
m,1967,69,0.01763,73912,1303,73260,1248159,16.89
m,1967,70,0.018865,72609,1370,71924,1174899,16.18
m,1967,71,0.020285,71239,1445,70517,1102975,15.48
m,1967,72,0.021854,69794,1525,69032,1032458,14.79
m,1967,73,0.02358,68269,1610,67464,963427,14.11
m,1967,74,0.025512,66659,1701,65809,895963,13.44
m,1967,75,0.027896,64958,1812,64052,830154,12.78
m,1967,76,0.030646,63146,1935,62179,766101,12.13
m,1967,77,0.033447,61211,2047,60188,703923,11.5
m,1967,78,0.036199,59164,2142,58093,643735,10.88
m,1967,79,0.039134,57022,2232,55906,585642,10.27
m,1967,80,0.042461,54791,2326,53627,529736,9.67
m,1967,81,0.046647,52464,2447,51241,476108,9.07
m,1967,82,0.052137,50017,2608,48713,424867,8.49
m,1967,83,0.059274,47409,2810,46004,376154,7.93
m,1967,84,0.067883,44599,3028,43085,330150,7.4
m,1967,85,0.077571,41572,3225,39959,287065,6.91
m,1967,86,0.087969,38347,3373,36660,247106,6.44
m,1967,87,0.098833,34973,3457,33245,210445,6.02
m,1967,88,0.110078,31517,3469,29782,177200,5.62
m,1967,89,0.121783,28048,3416,26340,147418,5.26
m,1967,90,0.134081,24632,3303,22981,121078,4.92
m,1967,91,0.14714,21329,3138,19760,98098,4.6
m,1967,92,0.161138,18191,2931,16725,78338,4.31
m,1967,93,0.176234,15260,2689,13915,61612,4.04
m,1967,94,0.19258,12570,2421,11360,47697,3.79
m,1967,95,0.208592,10150,2117,9091,36337,3.58
m,1967,96,0.223933,8032,1799,7133,27246,3.39
m,1967,97,0.238249,6234,1485,5491,20113,3.23
m,1967,98,0.25119,4749,1193,4152,14622,3.08
m,1967,99,0.262417,3556,933,3089,10470,2.94
m,1967,100,0.274151,2623,719,2263,7381,2.81
m,1967,101,0.286415,1904,545,1631,5118,2.69
m,1967,102,0.299232,1358,406,1155,3487,2.57
m,1967,103,0.312628,952,298,803,2332,2.45
m,1967,104,0.326628,654,214,547,1528,2.34
m,1967,105,0.341262,441,150,365,981,2.23
m,1967,106,0.356557,290,103,239,615,2.12
m,1967,107,0.372543,187,70,152,377,2.02
m,1967,108,0.389253,117,46,94,225,1.92
m,1967,109,0.406718,72,29,57,131,1.83
m,1967,110,0.424975,42,18,33,74,1.73
m,1967,111,0.444057,24,11,19,40,1.65
m,1967,112,0.464005,14,6,10,21,1.56
m,1967,113,0.484856,7,4,6,11,1.48
m,1967,114,0.506652,4,2,3,5,1.4
m,1967,115,0.529437,2,1,1,2,1.32
m,1967,116,0.553255,1,0,1,1,1.25
m,1967,117,0.578154,0,0,0,0,1.18
m,1967,118,0.604183,0,0,0,0,1.11
m,1967,119,0.631394,0,0,0,0,1.05
f,1967,0,0.019491,1e+05,1949,98254,8118223,81.18
f,1967,1,0.001324,98051,130,97986,8019968,81.79
f,1967,2,0.000781,97921,76,97883,7921982,80.9
f,1967,3,0.000582,97845,57,97816,7824100,79.96
f,1967,4,0.000488,97788,48,97764,7726284,79.01
f,1967,5,0.000405,97740,40,97720,7628520,78.05
f,1967,6,0.000375,97700,37,97682,7530800,77.08
f,1967,7,0.000296,97664,29,97649,7433118,76.11
f,1967,8,0.00025,97635,24,97623,7335469,75.13
f,1967,9,0.000224,97610,22,97599,7237846,74.15
f,1967,10,0.000195,97589,19,97579,7140246,73.17
f,1967,11,0.000191,97569,19,97560,7042668,72.18
f,1967,12,0.000205,97551,20,97541,6945107,71.19
f,1967,13,0.000248,97531,24,97519,6847567,70.21
f,1967,14,0.00031,97507,30,97491,6750048,69.23
f,1967,15,0.000359,97476,35,97459,6652556,68.25
f,1967,16,0.000423,97441,41,97421,6555097,67.27
f,1967,17,0.000479,97400,47,97377,6457677,66.3
f,1967,18,0.000509,97354,50,97329,6360300,65.33
f,1967,19,0.000537,97304,52,97278,6262971,64.36
f,1967,20,0.000526,97252,51,97226,6165693,63.4
f,1967,21,0.000529,97201,51,97175,6068467,62.43
f,1967,22,0.000519,97149,50,97124,5971292,61.47
f,1967,23,0.00052,97099,51,97073,5874168,60.5
f,1967,24,0.000547,97048,53,97022,5777095,59.53
f,1967,25,0.000554,96995,54,96968,5680073,58.56
f,1967,26,0.000596,96941,58,96912,5583105,57.59
f,1967,27,0.00063,96884,61,96853,5486192,56.63
f,1967,28,0.000659,96823,64,96791,5389339,55.66
