sex,cohort,x,qx,lx,dx,Lx,Tx,ex
m,1881,116,0.795221,0,0,0,0,0.74
m,1881,117,0.834164,0,0,0,0,0.68
m,1881,118,0.89385,0,0,0,0,0.61
m,1881,119,0.949149,0,0,0,0,0.55
f,1881,0,0.119694,1e+05,11969,92047,5292922,52.93
f,1881,1,0.036172,88031,3184,86438,5200875,59.08
f,1881,2,0.017817,84846,1512,84090,5114436,60.28
f,1881,3,0.012922,83335,1077,82796,5030346,60.36
f,1881,4,0.01031,82258,848,81834,4947550,60.15
f,1881,5,0.007611,81410,620,81100,4865716,59.77
f,1881,6,0.005501,80790,444,80568,4784616,59.22
f,1881,7,0.003987,80346,320,80185,4704048,58.55
f,1881,8,0.003057,80025,245,79903,4623863,57.78
f,1881,9,0.002648,79781,211,79675,4543960,56.96
f,1881,10,0.002641,79569,210,79464,4464285,56.11
f,1881,11,0.002868,79359,228,79245,4384820,55.25
f,1881,12,0.003138,79132,248,79008,4305575,54.41
f,1881,13,0.003322,78883,262,78752,4226567,53.58
f,1881,14,0.003462,78621,272,78485,4147815,52.76
f,1881,15,0.003704,78349,290,78204,4069330,51.94
f,1881,16,0.004106,78059,321,77899,3991126,51.13
f,1881,17,0.004564,77738,355,77561,3913227,50.34
f,1881,18,0.005063,77384,392,77188,3835666,49.57
f,1881,19,0.005582,76992,430,76777,3758479,48.82
f,1881,20,0.005797,76562,444,76340,3681702,48.09
f,1881,21,0.005933,76118,452,75892,3605362,47.37
f,1881,22,0.006057,75667,458,75437,3529470,46.65
f,1881,23,0.006727,75208,506,74955,3454032,45.93
f,1881,24,0.006372,74702,476,74464,3379077,45.23
f,1881,25,0.006257,74226,464,73994,3304613,44.52
f,1881,26,0.00598,73762,441,73541,3230618,43.8
f,1881,27,0.005728,73321,420,73111,3157077,43.06
f,1881,28,0.005696,72901,415,72693,3083966,42.3
f,1881,29,0.006134,72485,445,72263,3011273,41.54
f,1881,30,0.006179,72041,445,71818,2939010,40.8
f,1881,31,0.006065,71596,434,71379,2867192,40.05
f,1881,32,0.006176,71161,439,70942,2795813,39.29
f,1881,33,0.006245,70722,442,70501,2724872,38.53
f,1881,34,0.006243,70280,439,70061,2654371,37.77
f,1881,35,0.006574,69842,459,69612,2584310,37
f,1881,36,0.00691,69382,479,69143,2514698,36.24
f,1881,37,0.011275,68903,777,68515,2445555,35.49
f,1881,38,0.007852,68126,535,67859,2377040,34.89
f,1881,39,0.007824,67591,529,67327,2309182,34.16
f,1881,40,0.006539,67062,439,66843,2241855,33.43
f,1881,41,0.006973,66624,465,66392,2175012,32.65
f,1881,42,0.007209,66159,477,65921,2108620,31.87
f,1881,43,0.007353,65682,483,65441,2042700,31.1
f,1881,44,0.007732,65199,504,64947,1977259,30.33
f,1881,45,0.008359,64695,541,64425,1912311,29.56
f,1881,46,0.008451,64154,542,63883,1847887,28.8
f,1881,47,0.009318,63612,593,63316,1784003,28.04
f,1881,48,0.009969,63019,628,62705,1720687,27.3
f,1881,49,0.010195,62391,636,62073,1657982,26.57
f,1881,50,0.010673,61755,659,61426,1595909,25.84
f,1881,51,0.011063,61096,676,60758,1534483,25.12
f,1881,52,0.011518,60420,696,60072,1473725,24.39
f,1881,53,0.012568,59724,751,59349,1413653,23.67
f,1881,54,0.013104,58974,773,58587,1354304,22.96
f,1881,55,0.014266,58201,830,57786,1295717,22.26
f,1881,56,0.014859,57371,852,56944,1237931,21.58
f,1881,57,0.01526,56518,862,56087,1180987,20.9
f,1881,58,0.016402,55656,913,55199,1124900,20.21
f,1881,59,0.01692,54743,926,54280,1069701,19.54
f,1881,60,0.017513,53816,942,53345,1015422,18.87
f,1881,61,0.018583,52874,983,52383,962076,18.2
f,1881,62,0.020471,51891,1062,51360,909694,17.53
f,1881,63,0.021066,50829,1071,50294,858333,16.89
f,1881,64,0.021942,49758,1092,49212,808040,16.24
f,1881,65,0.022791,48667,1109,48112,758827,15.59
f,1881,66,0.024713,47557,1175,46970,710715,14.94
f,1881,67,0.026421,46382,1225,45769,663745,14.31
f,1881,68,0.028792,45157,1300,44507,617976,13.69
f,1881,69,0.030969,43857,1358,43177,573469,13.08
f,1881,70,0.033696,42498,1432,41782,530292,12.48
f,1881,71,0.036659,41066,1505,40314,488510,11.9
f,1881,72,0.039968,39561,1581,38770,448196,11.33
f,1881,73,0.041561,37980,1578,37190,409426,10.78
f,1881,74,0.045815,36401,1668,35567,372235,10.23
f,1881,75,0.050295,34734,1747,33860,336668,9.69
f,1881,76,0.055615,32987,1835,32069,302808,9.18
f,1881,77,0.060842,31152,1895,30204,270739,8.69
f,1881,78,0.06597,29257,1930,28292,240534,8.22
f,1881,79,0.073786,27327,2016,26318,212243,7.77
f,1881,80,0.07898,25310,1999,24311,185924,7.35
f,1881,81,0.087153,23311,2032,22295,161613,6.93
f,1881,82,0.096344,21280,2050,20255,139318,6.55
f,1881,83,0.102873,19229,1978,18240,119063,6.19
f,1881,84,0.114215,17251,1970,16266,100823,5.84
f,1881,85,0.12673,15281,1937,14313,84557,5.53
f,1881,86,0.1344,13344,1793,12448,70244,5.26
f,1881,87,0.14551,11551,1681,10710,57797,5
f,1881,88,0.151881,9870,1499,9121,47086,4.77
f,1881,89,0.156341,8371,1309,7717,37966,4.54
f,1881,90,0.171612,7062,1212,6456,30249,4.28
f,1881,91,0.183158,5850,1072,5315,23793,4.07
f,1881,92,0.197102,4779,942,4308,18478,3.87
f,1881,93,0.202742,3837,778,3448,14170,3.69
f,1881,94,0.208391,3059,637,2740,10722,3.51
f,1881,95,0.229703,2422,556,2143,7982,3.3
f,1881,96,0.237289,1865,443,1644,5839,3.13
f,1881,97,0.266239,1423,379,1233,4195,2.95
f,1881,98,0.259926,1044,271,908,2962,2.84
f,1881,99,0.290939,773,225,660,2053,2.66
f,1881,100,0.298658,548,164,466,1393,2.54
f,1881,101,0.2965,384,114,327,927,2.41
f,1881,102,0.331469,270,90,225,600,2.22
f,1881,103,0.350572,181,63,149,374,2.07
f,1881,104,0.382636,117,45,95,225,1.92
f,1881,105,0.402597,72,29,58,131,1.8
f,1881,106,0.42462,43,18,34,73,1.68
f,1881,107,0.469833,25,12,19,39,1.55
f,1881,108,0.485576,13,6,10,20,1.48
f,1881,109,0.503179,7,3,5,10,1.4
f,1881,110,0.525134,3,2,2,4,1.32
f,1881,111,0.54431,2,1,1,2,1.22
f,1881,112,0.609162,1,0,1,1,1.09
f,1881,113,0.643423,0,0,0,0,1
f,1881,114,0.690375,0,0,0,0,0.91
f,1881,115,0.734992,0,0,0,0,0.83
f,1881,116,0.791486,0,0,0,0,0.75
f,1881,117,0.834164,0,0,0,0,0.68
f,1881,118,0.89385,0,0,0,0,0.61
f,1881,119,0.949149,0,0,0,0,0.55
m,1882,0,0.145957,1e+05,14596,90026,4839362,48.39
m,1882,1,0.03814,85404,3257,83776,4749336,55.61
m,1882,2,0.019577,82147,1608,81343,4665560,56.8
m,1882,3,0.013529,80539,1090,79994,4584217,56.92
m,1882,4,0.010797,79449,858,79020,4504223,56.69
m,1882,5,0.00794,78591,624,78279,4425203,56.31
m,1882,6,0.005699,77967,444,77745,4346924,55.75
m,1882,7,0.004073,77523,316,77365,4269179,55.07
m,1882,8,0.003047,77207,235,77090,4191813,54.29
m,1882,9,0.002555,76972,197,76874,4114724,53.46
m,1882,10,0.002483,76775,191,76680,4037850,52.59
m,1882,11,0.00267,76585,204,76482,3961170,51.72
m,1882,12,0.002935,76380,224,76268,3884687,50.86
m,1882,13,0.003153,76156,240,76036,3808419,50.01
m,1882,14,0.003355,75916,255,75789,3732383,49.16
m,1882,15,0.003673,75661,278,75522,3656595,48.33
m,1882,16,0.004149,75383,313,75227,3581072,47.5
m,1882,17,0.004676,75071,351,74895,3505846,46.7
m,1882,18,0.005233,74720,391,74524,3430950,45.92
m,1882,19,0.005518,74329,410,74123,3356426,45.16
m,1882,20,0.005631,73918,416,73710,3282303,44.4
m,1882,21,0.006221,73502,457,73274,3208593,43.65
m,1882,22,0.006645,73045,485,72802,3135319,42.92
m,1882,23,0.006646,72560,482,72318,3062517,42.21
m,1882,24,0.007067,72077,509,71823,2990198,41.49
m,1882,25,0.007156,71568,512,71312,2918376,40.78
m,1882,26,0.006159,71056,438,70837,2847064,40.07
m,1882,27,0.005969,70618,421,70408,2776227,39.31
m,1882,28,0.0065,70197,456,69969,2705819,38.55
m,1882,29,0.006568,69741,458,69512,2635850,37.8
m,1882,30,0.00664,69283,460,69052,2566339,37.04
m,1882,31,0.007032,68822,484,68580,2497286,36.29
m,1882,32,0.007069,68339,483,68097,2428706,35.54
m,1882,33,0.007137,67855,484,67613,2360609,34.79
m,1882,34,0.007709,67371,519,67111,2292996,34.04
m,1882,35,0.008224,66852,550,66577,2225884,33.3
m,1882,36,0.015653,66302,1038,65783,2159307,32.57
m,1882,37,0.008525,65264,556,64986,2093524,32.08
m,1882,38,0.007877,64708,510,64453,2028538,31.35
m,1882,39,0.006767,64198,434,63981,1964085,30.59
m,1882,40,0.007464,63764,476,63526,1900104,29.8
m,1882,41,0.007926,63288,502,63037,1836578,29.02
m,1882,42,0.008087,62786,508,62532,1773541,28.25
m,1882,43,0.008589,62278,535,62011,1711009,27.47
m,1882,44,0.00959,61743,592,61447,1648998,26.71
m,1882,45,0.009688,61151,592,60855,1587551,25.96
m,1882,46,0.011011,60559,667,60225,1526696,25.21
m,1882,47,0.011785,59892,706,59539,1466470,24.49
m,1882,48,0.012181,59186,721,58826,1406931,23.77
m,1882,49,0.012933,58465,756,58087,1348105,23.06
m,1882,50,0.013203,57709,762,57328,1290018,22.35
m,1882,51,0.01417,56947,807,56544,1232690,21.65
m,1882,52,0.016055,56140,901,55690,1176146,20.95
m,1882,53,0.016748,55239,925,54776,1120457,20.28
m,1882,54,0.018925,54314,1028,53800,1065680,19.62
m,1882,55,0.019875,53286,1059,52756,1011880,18.99
m,1882,56,0.019741,52227,1031,51711,959124,18.36
m,1882,57,0.021488,51196,1100,50646,907412,17.72
m,1882,58,0.023264,50096,1165,49513,856767,17.1
m,1882,59,0.024306,48930,1189,48336,807254,16.5
m,1882,60,0.025641,47741,1224,47129,758918,15.9
m,1882,61,0.028143,46517,1309,45862,711789,15.3
m,1882,62,0.029214,45208,1321,44547,665927,14.73
m,1882,63,0.030897,43887,1356,43209,621379,14.16
m,1882,64,0.032038,42531,1363,41850,578170,13.59
m,1882,65,0.035102,41169,1445,40446,536320,13.03
m,1882,66,0.037443,39723,1487,38980,495874,12.48
m,1882,67,0.040084,38236,1533,37470,456894,11.95
m,1882,68,0.043197,36703,1585,35911,419425,11.43
m,1882,69,0.046737,35118,1641,34297,383514,10.92
m,1882,70,0.049241,33477,1648,32652,349217,10.43
m,1882,71,0.05315,31828,1692,30982,316564,9.95
m,1882,72,0.055499,30137,1673,29300,285582,9.48
m,1882,73,0.060576,28464,1724,27602,256282,9
m,1882,74,0.065312,26740,1746,25867,228680,8.55
m,1882,75,0.070966,24993,1774,24106,202813,8.11
m,1882,76,0.076522,23220,1777,22331,178707,7.7
m,1882,77,0.081126,21443,1740,20573,156376,7.29
m,1882,78,0.090011,19703,1774,18816,135803,6.89
m,1882,79,0.09623,17930,1725,17067,116986,6.52
m,1882,80,0.104796,16204,1698,15355,99919,6.17
m,1882,81,0.11516,14506,1671,13671,84564,5.83
m,1882,82,0.120489,12836,1547,12062,70893,5.52
m,1882,83,0.132758,11289,1499,10540,58830,5.21
m,1882,84,0.144594,9790,1416,9083,48291,4.93
m,1882,85,0.153045,8375,1282,7734,39208,4.68
m,1882,86,0.169517,7093,1202,6492,31474,4.44
m,1882,87,0.175482,5891,1034,5374,24982,4.24
m,1882,88,0.182833,4857,888,4413,19608,4.04
m,1882,89,0.198556,3969,788,3575,15196,3.83
m,1882,90,0.209842,3181,667,2847,11621,3.65
m,1882,91,0.224891,2513,565,2231,8773,3.49
m,1882,92,0.229074,1948,446,1725,6543,3.36
m,1882,93,0.2342,1502,352,1326,4818,3.21
m,1882,94,0.258345,1150,297,1002,3492,3.04
m,1882,95,0.263184,853,224,741,2490,2.92
m,1882,96,0.278225,629,175,541,1749,2.78
m,1882,97,0.284124,454,129,389,1208,2.66
m,1882,98,0.310433,325,101,274,819,2.52
m,1882,99,0.314793,224,70,189,545,2.43
m,1882,100,0.315477,153,48,129,356,2.32
m,1882,101,0.34351,105,36,87,227,2.16
m,1882,102,0.364635,69,25,56,140,2.03
m,1882,103,0.392774,44,17,35,83,1.9
m,1882,104,0.401409,27,11,21,48,1.81
m,1882,105,0.408925,16,7,13,27,1.69
m,1882,106,0.484336,9,5,7,14,1.52
m,1882,107,0.486328,5,2,4,7,1.47
m,1882,108,0.509966,2,1,2,3,1.39
m,1882,109,0.520741,1,1,1,2,1.32
m,1882,110,0.556595,1,0,0,1,1.21
m,1882,111,0.598552,0,0,0,0,1.11
m,1882,112,0.636826,0,0,0,0,1.02
m,1882,113,0.675855,0,0,0,0,0.94
m,1882,114,0.713918,0,0,0,0,0.87
m,1882,115,0.757353,0,0,0,0,0.8
m,1882,116,0.794441,0,0,0,0,0.74
m,1882,117,0.851286,0,0,0,0,0.66
m,1882,118,0.903952,0,0,0,0,0.6
m,1882,119,0.944528,0,0,0,0,0.56
f,1882,0,0.119694,1e+05,11969,92047,5312788,53.13
f,1882,1,0.036172,88031,3184,86438,5220741,59.31
f,1882,2,0.017817,84846,1512,84090,5134302,60.51
f,1882,3,0.012922,83335,1077,82796,5050212,60.6
f,1882,4,0.01031,82258,848,81834,4967416,60.39
f,1882,5,0.007611,81410,620,81100,4885582,60.01
f,1882,6,0.005501,80790,444,80568,4804482,59.47
f,1882,7,0.003987,80346,320,80185,4723914,58.79
f,1882,8,0.003057,80025,245,79903,4643729,58.03
f,1882,9,0.002648,79781,211,79675,4563826,57.2
f,1882,10,0.002641,79569,210,79464,4484151,56.36
f,1882,11,0.002868,79359,228,79245,4404686,55.5
f,1882,12,0.003138,79132,248,79008,4325441,54.66
f,1882,13,0.003322,78883,262,78752,4246434,53.83
f,1882,14,0.003462,78621,272,78485,4167681,53.01
f,1882,15,0.003704,78349,290,78204,4089196,52.19
f,1882,16,0.004106,78059,321,77899,4010992,51.38
f,1882,17,0.004564,77738,355,77561,3933093,50.59
f,1882,18,0.005063,77384,392,77188,3855532,49.82
f,1882,19,0.00524,76992,403,76790,3778345,49.07
f,1882,20,0.005426,76588,416,76381,3701555,48.33
f,1882,21,0.005727,76173,436,75955,3625174,47.59
f,1882,22,0.006529,75737,495,75489,3549220,46.86
f,1882,23,0.006279,75242,472,75006,3473730,46.17
f,1882,24,0.006228,74770,466,74537,3398725,45.46
f,1882,25,0.005973,74304,444,74082,3324188,44.74
f,1882,26,0.005618,73860,415,73653,3250106,44
f,1882,27,0.005523,73445,406,73242,3176453,43.25
f,1882,28,0.005933,73040,433,72823,3103211,42.49
f,1882,29,0.005975,72606,434,72389,3030388,41.74
f,1882,30,0.005879,72172,424,71960,2957998,40.99
f,1882,31,0.006011,71748,431,71533,2886038,40.22
f,1882,32,0.006095,71317,435,71100,2814506,39.46
f,1882,33,0.006109,70882,433,70666,2743406,38.7
f,1882,34,0.006442,70449,454,70222,2672741,37.94
f,1882,35,0.006752,69995,473,69759,2602518,37.18
f,1882,36,0.011684,69523,812,69117,2532759,36.43
f,1882,37,0.007778,68710,534,68443,2463643,35.86
f,1882,38,0.00777,68176,530,67911,2395200,35.13
f,1882,39,0.006407,67646,433,67430,2327288,34.4
f,1882,40,0.006802,67213,457,66984,2259859,33.62
f,1882,41,0.006993,66756,467,66522,2192875,32.85
f,1882,42,0.007032,66289,466,66056,2126353,32.08
f,1882,43,0.007336,65823,483,65581,2060297,31.3
f,1882,44,0.007903,65340,516,65082,1994716,30.53
f,1882,45,0.008037,64823,521,64563,1929634,29.77
f,1882,46,0.008806,64302,566,64019,1865071,29
f,1882,47,0.009353,63736,596,63438,1801052,28.26
f,1882,48,0.009578,63140,605,62838,1737614,27.52
f,1882,49,0.01,62535,625,62223,1674776,26.78
f,1882,50,0.010358,61910,641,61589,1612553,26.05
f,1882,51,0.010802,61269,662,60938,1550964,25.31
f,1882,52,0.011875,60607,720,60247,1490026,24.59
f,1882,53,0.012324,59887,738,59518,1429779,23.87
f,1882,54,0.013436,59149,795,58752,1370261,23.17
f,1882,55,0.013936,58354,813,57948,1311509,22.47
f,1882,56,0.014221,57541,818,57132,1253561,21.79
f,1882,57,0.015254,56723,865,56290,1196429,21.09
f,1882,58,0.015712,55858,878,55419,1140139,20.41
f,1882,59,0.01623,54980,892,54534,1084720,19.73
f,1882,60,0.017114,54088,926,53625,1030186,19.05
f,1882,61,0.01894,53162,1007,52659,976562,18.37
f,1882,62,0.019551,52155,1020,51645,923903,17.71
f,1882,63,0.020317,51135,1039,50616,872258,17.06
f,1882,64,0.021176,50097,1061,49566,821642,16.4
f,1882,65,0.022784,49036,1117,48477,772076,15.75
f,1882,66,0.02413,47918,1156,47340,723599,15.1
f,1882,67,0.026122,46762,1222,46151,676258,14.46
f,1882,68,0.027804,45541,1266,44908,630107,13.84
f,1882,69,0.030396,44274,1346,43602,585199,13.22
f,1882,70,0.033144,42929,1423,42217,541598,12.62
f,1882,71,0.036241,41506,1504,40754,499381,12.03
f,1882,72,0.037651,40002,1506,39249,458627,11.47
f,1882,73,0.04108,38496,1581,37705,419378,10.89
f,1882,74,0.045213,36914,1669,36080,381674,10.34
f,1882,75,0.050247,35245,1771,34360,345594,9.81
f,1882,76,0.054848,33474,1836,32556,311234,9.3
f,1882,77,0.059102,31638,1870,30703,278678,8.81
f,1882,78,0.065648,29768,1954,28791,247975,8.33
f,1882,79,0.070869,27814,1971,26828,219184,7.88
f,1882,80,0.078767,25843,2036,24825,192355,7.44
f,1882,81,0.086774,23807,2066,22774,167530,7.04
f,1882,82,0.092143,21741,2003,20740,144756,6.66
f,1882,83,0.10197,19738,2013,18732,124016,6.28
f,1882,84,0.113633,17725,2014,16718,105284,5.94
f,1882,85,0.121593,15711,1910,14756,88566,5.64
f,1882,86,0.133151,13801,1838,12882,73810,5.35
f,1882,87,0.139634,11963,1670,11128,60928,5.09
f,1882,88,0.144196,10293,1484,9551,49800,4.84
f,1882,89,0.158998,8809,1401,8108,40249,4.57
f,1882,90,0.169821,7408,1258,6779,32141,4.34
f,1882,91,0.182974,6150,1125,5587,25362,4.12
f,1882,92,0.18879,5025,949,4550,19774,3.94
f,1882,93,0.19372,4076,790,3681,15224,3.73
f,1882,94,0.213806,3286,703,2935,11543,3.51
f,1882,95,0.22135,2584,572,2298,8607,3.33
f,1882,96,0.248739,2012,500,1762,6310,3.14
f,1882,97,0.244294,1511,369,1327,4548,3.01
f,1882,98,0.27447,1142,314,985,3221,2.82
f,1882,99,0.281753,829,233,712,2236,2.7
f,1882,100,0.279717,595,166,512,1524,2.56
f,1882,101,0.312706,429,134,362,1012,2.36
f,1882,102,0.330729,295,97,246,650,2.21
f,1882,103,0.360977,197,71,162,404,2.05
f,1882,104,0.379808,126,48,102,242,1.92
f,1882,105,0.400585,78,31,63,140,1.8
f,1882,106,0.443239,47,21,36,78,1.66
f,1882,107,0.45809,26,12,20,41,1.59
f,1882,108,0.474698,14,7,11,21,1.51
f,1882,109,0.495409,7,4,6,11,1.42
f,1882,110,0.5135,4,2,3,5,1.31
f,1882,111,0.574681,2,1,1,2,1.17
f,1882,112,0.607002,1,0,1,1,1.09
f,1882,113,0.651297,0,0,0,0,0.99
f,1882,114,0.693389,0,0,0,0,0.9
f,1882,115,0.746685,0,0,0,0,0.81
f,1882,116,0.794441,0,0,0,0,0.74
f,1882,117,0.851286,0,0,0,0,0.66
f,1882,118,0.903952,0,0,0,0,0.6
f,1882,119,0.944528,0,0,0,0,0.56
m,1883,0,0.145957,1e+05,14596,90026,4843426,48.43
m,1883,1,0.03814,85404,3257,83776,4753399,55.66
m,1883,2,0.019577,82147,1608,81343,4669624,56.84
m,1883,3,0.013529,80539,1090,79994,4588281,56.97
m,1883,4,0.010797,79449,858,79020,4508287,56.74
m,1883,5,0.00794,78591,624,78279,4429267,56.36
m,1883,6,0.005699,77967,444,77745,4350987,55.81
m,1883,7,0.004073,77523,316,77365,4273242,55.12
m,1883,8,0.003047,77207,235,77090,4195877,54.35
m,1883,9,0.002555,76972,197,76874,4118787,53.51
m,1883,10,0.002483,76775,191,76680,4041914,52.65
m,1883,11,0.00267,76585,204,76482,3965234,51.78
m,1883,12,0.002935,76380,224,76268,3888751,50.91
m,1883,13,0.003153,76156,240,76036,3812483,50.06
m,1883,14,0.003355,75916,255,75789,3736447,49.22
m,1883,15,0.003673,75661,278,75522,3660658,48.38
m,1883,16,0.004149,75383,313,75227,3585136,47.56
